roll_no,semester,subject_code,subject_name,grade,points,credits,credit_points
12024046,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024046,2,CS201,Data Structures,A,8.0,4.0,32.0
12024046,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024046,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024046,2,HS201,Economics,E,9.0,4.0,36.0
12024046,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024046,3,CS302,DBMS,E,9.0,4.0,36.0
12024046,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024046,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024046,3,CS304,OS Basics,A,8.0,4.0,32.0
12024046,4,CS401,Algorithms,O,10.0,4.0,40.0
12024046,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024046,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024046,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024046,4,CS405,Web Development,E,9.0,4.0,36.0
12024047,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024047,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024047,1,PHY101,Physics,O,10.0,4.0,40.0
12024047,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024047,1,ENG101,English,A,8.0,4.0,32.0
12024047,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024047,2,CS201,Data Structures,B,7.0,4.0,28.0
12024047,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024047,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024047,2,HS201,Economics,C,6.0,4.0,24.0
12024047,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024047,3,CS302,DBMS,O,10.0,4.0,40.0
12024047,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024047,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024047,3,CS304,OS Basics,O,10.0,4.0,40.0
12024047,4,CS401,Algorithms,O,10.0,4.0,40.0
12024047,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024047,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024047,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024047,4,CS405,Web Development,B,7.0,4.0,28.0
12024048,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024048,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024048,1,PHY101,Physics,B,7.0,4.0,28.0
12024048,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024048,1,ENG101,English,B,7.0,4.0,28.0
12024048,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024048,2,CS201,Data Structures,C,6.0,4.0,24.0
12024048,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024048,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024048,2,HS201,Economics,E,9.0,4.0,36.0
12024048,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024048,3,CS302,DBMS,A,8.0,4.0,32.0
12024048,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024048,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024048,3,CS304,OS Basics,B,7.0,4.0,28.0
12024048,4,CS401,Algorithms,A,8.0,4.0,32.0
12024048,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024048,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024048,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024048,4,CS405,Web Development,C,6.0,4.0,24.0
12024049,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024049,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024049,1,PHY101,Physics,C,6.0,4.0,24.0
12024049,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024049,1,ENG101,English,O,10.0,4.0,40.0
12024049,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024049,2,CS201,Data Structures,O,10.0,4.0,40.0
12024049,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024049,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024049,2,HS201,Economics,O,10.0,4.0,40.0
12024049,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024049,3,CS302,DBMS,B,7.0,4.0,28.0
12024049,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024049,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024049,3,CS304,OS Basics,A,8.0,4.0,32.0
12024049,4,CS401,Algorithms,O,10.0,4.0,40.0
12024049,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024049,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024049,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024049,4,CS405,Web Development,O,10.0,4.0,40.0
12024050,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024050,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024050,1,PHY101,Physics,O,10.0,4.0,40.0
12024050,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024050,1,ENG101,English,B,7.0,4.0,28.0
12024050,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024050,2,CS201,Data Structures,B,7.0,4.0,28.0
12024050,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024050,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024050,2,HS201,Economics,E,9.0,4.0,36.0
12024050,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024050,3,CS302,DBMS,C,6.0,4.0,24.0
12024050,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024050,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024050,3,CS304,OS Basics,E,9.0,4.0,36.0
12024050,4,CS401,Algorithms,O,10.0,4.0,40.0
12024050,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024050,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024050,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024050,4,CS405,Web Development,O,10.0,4.0,40.0
12024051,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024051,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024051,1,PHY101,Physics,B,7.0,4.0,28.0
12024051,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024051,1,ENG101,English,C,6.0,4.0,24.0
12024051,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024051,2,CS201,Data Structures,B,7.0,4.0,28.0
12024051,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024051,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024051,2,HS201,Economics,O,10.0,4.0,40.0
12024051,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024051,3,CS302,DBMS,B,7.0,4.0,28.0
12024051,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024051,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024051,3,CS304,OS Basics,C,6.0,4.0,24.0
12024051,4,CS401,Algorithms,E,9.0,4.0,36.0
12024051,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024051,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024051,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024051,4,CS405,Web Development,O,10.0,4.0,40.0
12024052,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024052,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024052,1,PHY101,Physics,A,8.0,4.0,32.0
12024052,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024052,1,ENG101,English,C,6.0,4.0,24.0
12024052,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024052,2,CS201,Data Structures,A,8.0,4.0,32.0
12024052,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024052,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024052,2,HS201,Economics,B,7.0,4.0,28.0
12024052,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024052,3,CS302,DBMS,A,8.0,4.0,32.0
12024052,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024052,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024052,3,CS304,OS Basics,B,7.0,4.0,28.0
12024052,4,CS401,Algorithms,E,9.0,4.0,36.0
12024052,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024052,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024052,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024052,4,CS405,Web Development,A,8.0,4.0,32.0
12024053,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024053,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024053,1,PHY101,Physics,O,10.0,4.0,40.0
12024053,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024053,1,ENG101,English,B,7.0,4.0,28.0
12024053,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024053,2,CS201,Data Structures,B,7.0,4.0,28.0
12024053,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024053,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024053,2,HS201,Economics,A,8.0,4.0,32.0
12024053,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024053,3,CS302,DBMS,E,9.0,4.0,36.0
12024053,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024053,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024053,3,CS304,OS Basics,E,9.0,4.0,36.0
12024053,4,CS401,Algorithms,C,6.0,4.0,24.0
12024053,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024053,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024053,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024053,4,CS405,Web Development,E,9.0,4.0,36.0
12024054,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024054,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024054,1,PHY101,Physics,C,6.0,4.0,24.0
12024054,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024054,1,ENG101,English,O,10.0,4.0,40.0
12024054,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024054,2,CS201,Data Structures,O,10.0,4.0,40.0
12024054,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024054,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024054,2,HS201,Economics,A,8.0,4.0,32.0
12024054,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024054,3,CS302,DBMS,E,9.0,4.0,36.0
12024054,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024054,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024054,3,CS304,OS Basics,O,10.0,4.0,40.0
12024054,4,CS401,Algorithms,B,7.0,4.0,28.0
12024054,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024054,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024054,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024054,4,CS405,Web Development,O,10.0,4.0,40.0
12024055,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024055,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024055,1,PHY101,Physics,O,10.0,4.0,40.0
12024055,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024055,1,ENG101,English,O,10.0,4.0,40.0
12024055,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024055,2,CS201,Data Structures,E,9.0,4.0,36.0
12024055,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024055,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024055,2,HS201,Economics,E,9.0,4.0,36.0
12024055,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024055,3,CS302,DBMS,A,8.0,4.0,32.0
12024055,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024055,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024055,3,CS304,OS Basics,O,10.0,4.0,40.0
12024055,4,CS401,Algorithms,B,7.0,4.0,28.0
12024055,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024055,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024055,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024055,4,CS405,Web Development,B,7.0,4.0,28.0
12024056,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024056,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024056,1,PHY101,Physics,O,10.0,4.0,40.0
12024056,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024056,1,ENG101,English,B,7.0,4.0,28.0
12024056,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024056,2,CS201,Data Structures,C,6.0,4.0,24.0
12024056,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024056,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024056,2,HS201,Economics,A,8.0,4.0,32.0
12024056,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024056,3,CS302,DBMS,B,7.0,4.0,28.0
12024056,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024056,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024056,3,CS304,OS Basics,O,10.0,4.0,40.0
12024056,4,CS401,Algorithms,C,6.0,4.0,24.0
12024056,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024056,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024056,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024056,4,CS405,Web Development,E,9.0,4.0,36.0
12024057,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024057,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024057,1,PHY101,Physics,E,9.0,4.0,36.0
12024057,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024057,1,ENG101,English,B,7.0,4.0,28.0
12024057,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024057,2,CS201,Data Structures,E,9.0,4.0,36.0
12024057,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024057,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024057,2,HS201,Economics,O,10.0,4.0,40.0
12024057,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024057,3,CS302,DBMS,A,8.0,4.0,32.0
12024057,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024057,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024057,3,CS304,OS Basics,A,8.0,4.0,32.0
12024057,4,CS401,Algorithms,E,9.0,4.0,36.0
12024057,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024057,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024057,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024057,4,CS405,Web Development,A,8.0,4.0,32.0
12024058,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024058,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024058,1,PHY101,Physics,B,7.0,4.0,28.0
12024058,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024058,1,ENG101,English,A,8.0,4.0,32.0
12024058,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024058,2,CS201,Data Structures,O,10.0,4.0,40.0
12024058,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024058,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024058,2,HS201,Economics,E,9.0,4.0,36.0
12024058,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024058,3,CS302,DBMS,A,8.0,4.0,32.0
12024058,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024058,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024058,3,CS304,OS Basics,A,8.0,4.0,32.0
12024058,4,CS401,Algorithms,C,6.0,4.0,24.0
12024058,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024058,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024058,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024058,4,CS405,Web Development,O,10.0,4.0,40.0
12024059,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024059,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024059,1,PHY101,Physics,A,8.0,4.0,32.0
12024059,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024059,1,ENG101,English,A,8.0,4.0,32.0
12024059,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024059,2,CS201,Data Structures,B,7.0,4.0,28.0
12024059,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024059,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024059,2,HS201,Economics,A,8.0,4.0,32.0
12024059,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024059,3,CS302,DBMS,A,8.0,4.0,32.0
12024059,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024059,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024059,3,CS304,OS Basics,O,10.0,4.0,40.0
12024059,4,CS401,Algorithms,A,8.0,4.0,32.0
12024059,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024059,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024059,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024059,4,CS405,Web Development,E,9.0,4.0,36.0
12024060,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024060,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024060,1,PHY101,Physics,A,8.0,4.0,32.0
12024060,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024060,1,ENG101,English,B,7.0,4.0,28.0
12024060,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024060,2,CS201,Data Structures,B,7.0,4.0,28.0
12024060,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024060,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024060,2,HS201,Economics,C,6.0,4.0,24.0
12024060,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024060,3,CS302,DBMS,A,8.0,4.0,32.0
12024060,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024060,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024060,3,CS304,OS Basics,E,9.0,4.0,36.0
12024060,4,CS401,Algorithms,O,10.0,4.0,40.0
12024060,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024060,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024060,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024060,4,CS405,Web Development,A,8.0,4.0,32.0
12024061,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024061,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024061,1,PHY101,Physics,C,6.0,4.0,24.0
12024061,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024061,1,ENG101,English,O,10.0,4.0,40.0
12024061,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024061,2,CS201,Data Structures,O,10.0,4.0,40.0
12024061,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024061,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024061,2,HS201,Economics,O,10.0,4.0,40.0
12024061,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024061,3,CS302,DBMS,B,7.0,4.0,28.0
12024061,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024061,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024061,3,CS304,OS Basics,O,10.0,4.0,40.0
12024061,4,CS401,Algorithms,O,10.0,4.0,40.0
12024061,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024061,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024061,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024061,4,CS405,Web Development,A,8.0,4.0,32.0
12024062,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024062,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024062,1,PHY101,Physics,O,10.0,4.0,40.0
12024062,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024062,1,ENG101,English,C,6.0,4.0,24.0
12024062,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024062,2,CS201,Data Structures,B,7.0,4.0,28.0
12024062,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024062,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024062,2,HS201,Economics,E,9.0,4.0,36.0
12024062,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024062,3,CS302,DBMS,A,8.0,4.0,32.0
12024062,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024062,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024062,3,CS304,OS Basics,B,7.0,4.0,28.0
12024062,4,CS401,Algorithms,A,8.0,4.0,32.0
12024062,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024062,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024062,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024062,4,CS405,Web Development,B,7.0,4.0,28.0
12024063,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024063,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024063,1,PHY101,Physics,E,9.0,4.0,36.0
12024063,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024063,1,ENG101,English,C,6.0,4.0,24.0
12024063,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024063,2,CS201,Data Structures,B,7.0,4.0,28.0
12024063,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024063,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024063,2,HS201,Economics,E,9.0,4.0,36.0
12024063,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024063,3,CS302,DBMS,B,7.0,4.0,28.0
12024063,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024063,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024063,3,CS304,OS Basics,B,7.0,4.0,28.0
12024063,4,CS401,Algorithms,E,9.0,4.0,36.0
12024063,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024063,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024063,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024063,4,CS405,Web Development,B,7.0,4.0,28.0
12024064,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024064,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024064,1,PHY101,Physics,O,10.0,4.0,40.0
12024064,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024064,1,ENG101,English,C,6.0,4.0,24.0
12024064,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024064,2,CS201,Data Structures,C,6.0,4.0,24.0
12024064,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024064,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024064,2,HS201,Economics,E,9.0,4.0,36.0
12024064,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024064,3,CS302,DBMS,B,7.0,4.0,28.0
12024064,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024064,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024064,3,CS304,OS Basics,C,6.0,4.0,24.0
12024064,4,CS401,Algorithms,B,7.0,4.0,28.0
12024064,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024064,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024064,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024064,4,CS405,Web Development,B,7.0,4.0,28.0
12024065,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024065,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024065,1,PHY101,Physics,O,10.0,4.0,40.0
12024065,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024065,1,ENG101,English,B,7.0,4.0,28.0
12024065,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024065,2,CS201,Data Structures,O,10.0,4.0,40.0
12024065,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024065,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024065,2,HS201,Economics,E,9.0,4.0,36.0
12024065,3,CS301,OOP with Java,B,7.0,4.0,28.0
12024065,3,CS302,DBMS,B,7.0,4.0,28.0
12024065,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024065,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024065,3,CS304,OS Basics,C,6.0,4.0,24.0
12024065,4,CS401,Algorithms,B,7.0,4.0,28.0
12024065,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024065,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024065,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024065,4,CS405,Web Development,B,7.0,4.0,28.0
12024066,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024066,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024066,1,PHY101,Physics,B,7.0,4.0,28.0
12024066,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024066,1,ENG101,English,C,6.0,4.0,24.0
12024066,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024066,2,CS201,Data Structures,O,10.0,4.0,40.0
12024066,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024066,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024066,2,HS201,Economics,A,8.0,4.0,32.0
12024066,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024066,3,CS302,DBMS,A,8.0,4.0,32.0
12024066,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024066,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024066,3,CS304,OS Basics,C,6.0,4.0,24.0
12024066,4,CS401,Algorithms,A,8.0,4.0,32.0
12024066,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024066,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024066,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024066,4,CS405,Web Development,C,6.0,4.0,24.0
12024067,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024067,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024067,1,PHY101,Physics,O,10.0,4.0,40.0
12024067,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024067,1,ENG101,English,B,7.0,4.0,28.0
12024067,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024067,2,CS201,Data Structures,O,10.0,4.0,40.0
12024067,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024067,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024067,2,HS201,Economics,E,9.0,4.0,36.0
12024067,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024067,3,CS302,DBMS,E,9.0,4.0,36.0
12024067,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024067,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024067,3,CS304,OS Basics,O,10.0,4.0,40.0
12024067,4,CS401,Algorithms,O,10.0,4.0,40.0
12024067,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024067,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024067,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024067,4,CS405,Web Development,B,7.0,4.0,28.0
12024068,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024068,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024068,1,PHY101,Physics,B,7.0,4.0,28.0
12024068,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024068,1,ENG101,English,C,6.0,4.0,24.0
12024068,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024068,2,CS201,Data Structures,E,9.0,4.0,36.0
12024068,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024068,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024068,2,HS201,Economics,C,6.0,4.0,24.0
12024068,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024068,3,CS302,DBMS,O,10.0,4.0,40.0
12024068,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024068,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024068,3,CS304,OS Basics,A,8.0,4.0,32.0
12024068,4,CS401,Algorithms,C,6.0,4.0,24.0
12024068,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024068,4,CS403,Theory of Computation,B,7.0,4.0,28.0
